__________________________________________________
idx: 1089-134686-0000
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
33	WHERE▁	WHERE▁	WHERE▁	null	1.0	0.0	1.0
34	I▁	I▁	I▁	null	1.0	0.0	1.0
35	ST	ST	ST	null	1.0	0.0	0.99
36	AND▁	AND▁	AND▁	null	0.95	0.0	0.97
37	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
38	ONLY▁	ONLY▁	ONLY▁	null	0.99	0.0	0.99
39	FI	F	F	null	0.97	0.0	0.99
40	EL	ILL	ILL	null	1.0	0.0	0.96
41	D▁	ED▁	ED▁	null	1.0	0.0	1.0
42	OF▁	OF▁	OF▁	null	1.0	0.0	0.96
43	STR	STR	STR	null	1.0	0.0	1.0
44	UG	UG	UG	null	1.0	0.0	1.0
45	G	G	G	null	0.97	0.0	1.0
46	LE▁	LE▁	LE▁	OFF	1.0	0.01	0.52
47	OR▁	OR▁	OR▁	null	0.99	0.0	1.0
48	ARE▁	ARE▁	ARE▁	null	0.66	0.0	1.0
49	Y	Y	Y	null	1.0	0.0	1.0
50	E▁	E▁	E▁	null	1.0	0.0	0.97
51	H	H	H	null	1.0	0.0	1.0
52	IT▁	IT▁	IT▁	null	1.0	0.0	1.0
53	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
54	B	B	B	null	1.0	0.0	1.0
55	AT	AT	AT	AT	0.97	0.0	0.85
56	TER	TER	TER	T	0.84	0.02	0.55
57	ED▁	ED▁	ED▁	E	0.99	0.14	0.73
58	OUT▁	OUT▁	OUT▁	null	1.0	0.0	0.99
59	THERE▁	THERE▁	THERE▁	null	1.0	0.0	0.99
60	BY▁	BY▁	BY▁	null	1.0	0.0	0.99
61	W	W	W	null	1.0	0.0	1.0
62	AV	AV	AV	null	0.99	0.0	1.0
63	ES▁	ES▁	ES▁	null	1.0	0.0	1.0
64	AND▁	AND▁	AND▁	null	0.97	0.0	1.0
65	W	W	W	null	1.0	0.0	1.0
66	IN	IN	IN	null	1.0	0.0	0.99
67	D▁	D▁	D▁	null	0.71	0.0	0.48
68	GU	GU	GU	null	1.0	0.0	0.9
69	ST	ST	ST	ST	0.96	0.09	0.98
70	S▁	RI	RI	RI	0.28	0.98	0.26
71	AS▁	V	V	V	0.57	1.0	0.25
72	AS▁	AR	AR	AR	0.37	1.0	0.53
73	AS▁	AS▁	AS▁	null	0.57	0.41	0.95
74	Y	AS▁	AS▁	null	0.91	0.0	0.99
75	E▁	HE▁	HE▁	null	0.66	0.0	1.0
76	T	T	T	null	0.38	0.0	0.99
77	AC	AC	AC	AC	0.68	0.01	0.45
78	K▁	K▁	K▁	null	0.93	0.01	0.87
79	OVER▁	OVER▁	OVER▁	null	1.0	0.0	1.0
80	A▁	A▁	A▁	null	1.0	0.0	0.98
81	C	C	C	null	0.99	0.0	0.99
82	LA	LA	LA	LA	1.0	0.01	0.68
83	SH	SH	SH	U	0.88	0.19	0.47
84	ING▁	ING▁	ING▁	IN	0.98	0.09	0.42
85	SE	SE	SE	null	1.0	0.0	1.0
86	A▁	A▁	A▁	null	0.96	0.0	1.0
87	OF▁	OF▁	OF▁	null	0.96	0.0	1.0
88	WA	WA	WA	null	0.98	0.0	0.99
89	TER	TER	TER	TER	1.0	0.02	1.0
90	Y▁	E	E	E	0.72	0.59	0.93
91	Y▁	CON	E▁	CON	0.67	1.0	0.23
92	E	E	E	null	0.89	0.23	0.95
93	C	TH	TH	TH	0.49	1.0	0.31
94	HO	U	S▁	U	0.99	1.0	0.23
95	HO	L	R	L	0.6	1.0	0.35
96	ES▁	'	'	'	0.84	1.0	0.74
97	ES▁	S▁	S▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 8555-292519-0010
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	OLD▁	OLD▁	OLD▁	null	0.97	0.0	0.99
1	D	D	D	null	1.0	0.0	0.94
2	AN	AN	AN	null	0.86	0.0	0.89
3	C	C	C	C	1.0	0.0	0.74
4	ES▁	ES▁	ES▁	null	0.98	0.01	0.3
5	ARE▁	ARE▁	ARE▁	null	0.68	0.0	1.0
6	S	S	S	null	1.0	0.0	0.99
7	IMP	IMP	IMP	IMP	0.95	0.0	0.78
8	LI	LI	LI	E	0.84	0.0	0.71
9	FI	LA	ED▁	LA	0.43	0.98	0.95
10	ED▁	Y	Y	Y	0.98	1.0	0.57
11	OF▁	U	ED▁	U	0.75	1.0	0.38
12	THEIR▁	TH	ED▁	TH	0.29	1.0	0.25
13	THEIR▁	E	E	E	0.98	0.1	0.59
14	Y	Y	Y	Y	0.89	0.09	0.89
15	E	E	E	E	0.88	0.01	0.92
16	AR	CON	G	CON	0.7	1.0	0.4
17	ING▁	G	D▁	G	0.37	1.0	0.31
18	B	AN	N▁	AN	0.6	0.99	0.14
19	LEA	N	N	N	0.98	0.86	0.86
20	CH	'	'	'	0.97	0.07	0.6
21	ED▁	T▁	T▁	null	0.97	0.0	1.0
22	BY▁	BY▁	BY▁	null	0.98	0.0	1.0
23	TIME▁	TIME▁	TIME▁	null	0.98	0.0	1.0
==================================================

__________________________________________________
idx: 8555-292519-0011
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HE▁	HE▁	HE▁	null	1.0	0.0	0.98
1	HAD▁	HAD▁	HAD▁	null	0.97	0.0	1.0
2	GOT▁	GOT▁	GOT▁	null	0.98	0.0	1.0
3	INTO▁	INTO▁	INTO▁	null	0.79	0.0	1.0
4	HER▁	HER▁	HER▁	null	0.58	0.0	1.0
5	C	C	C	null	1.0	0.0	0.99
6	OUR	OUR	OUR	OUR	1.0	0.0	0.98
7	T	T	T	null	0.9	0.0	1.0
8	Y	Y	Y	Y	1.0	0.66	0.98
9	AR	PORT	AR	PORT	0.65	1.0	0.32
10	D▁	▁	▁	null	0.95	0.0	1.0
==================================================

__________________________________________________
idx: 8555-292519-0012
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THROUGH▁	THROUGH▁	THROUGH▁	null	0.66	0.0	1.0
1	THE▁	THE▁	THE▁	null	0.85	0.0	1.0
2	BLACK▁	B	B	null	0.99	0.0	1.0
3	BLACK▁	LO	LO	null	0.99	0.0	1.0
4	BLACK▁	O	O	null	0.99	0.0	0.99
5	BLACK▁	D▁	D▁	null	0.88	0.0	0.71
6	NIGHT▁	NIGHT▁	NIGHT▁	null	0.97	0.0	1.0
7	RA	RA	RA	null	0.99	0.0	1.0
8	IN▁	IN▁	IN▁	null	0.84	0.0	1.0
9	HE▁	HE▁	HE▁	null	0.72	0.0	1.0
10	SA	SA	SA	null	0.96	0.0	1.0
11	NG▁	NG▁	NG▁	null	0.96	0.0	1.0
12	TO▁	TO▁	TO▁	null	0.99	0.0	1.0
13	HER▁	HER▁	HER▁	null	0.79	0.0	1.0
14	W	W	W	null	1.0	0.0	0.99
15	IN	IN	IN	null	1.0	0.0	0.89
16	DO	DO	DO	null	1.0	0.0	1.0
17	W▁	W▁	W▁	null	0.98	0.0	0.93
18	B	B	B	null	0.98	0.0	1.0
19	AR	AR	AR	null	1.0	0.0	0.97
20	S▁	S▁	S▁	null	0.99	0.0	1.0
==================================================

__________________________________________________
idx: 8555-292519-0013
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THAT▁	THAT▁	THAT▁	null	0.96	0.0	0.99
1	WAS▁	WAS▁	WAS▁	null	0.8	0.0	1.0
2	BUT▁	BUT▁	BUT▁	null	1.0	0.0	1.0
3	R	R	R	null	0.87	0.0	1.0
4	U	U	U	U	1.0	0.0	0.93
5	ST	ST	ST	null	0.97	0.0	0.71
6	LING▁	ING▁	ING▁	null	0.99	0.01	0.46
7	OF▁	OF▁	OF▁	null	0.92	0.0	1.0
8	D	TRI	TRI	null	0.94	0.0	0.97
9	P	P	P	null	0.94	0.0	0.87
10	P	P	P	AM	0.48	0.4	0.32
11	ING▁	ING▁	ING▁	AM	0.98	0.17	0.2
12	PLA	PLA	PLA	null	0.99	0.0	0.99
13	N	N	N	null	1.0	0.0	1.0
14	TS▁	TS▁	TS▁	null	0.98	0.0	0.9
15	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
16	THE▁	THE▁	THE▁	null	0.87	0.0	1.0
17	D	D	D	null	0.8	0.0	1.0
18	AR	AR	AR	null	1.0	0.0	1.0
19	K▁	K▁	K▁	null	0.85	0.0	1.0
==================================================

__________________________________________________
idx: 8555-292519-0014
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	SHE▁	SHE▁	SHE▁	null	0.99	0.0	0.99
1	WAS▁	WAS▁	WAS▁	null	0.96	0.0	1.0
2	AL	AL	AL	null	0.99	0.0	1.0
3	ONE▁	ONE▁	ONE▁	null	0.99	0.0	1.0
4	THAT▁	THAT▁	THAT▁	null	0.77	0.0	1.0
5	NIGHT▁	NIGHT▁	NIGHT▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 8555-292519-0015
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	HE▁	HE▁	HE▁	null	1.0	0.0	0.99
1	HAD▁	HAD▁	HAD▁	null	1.0	0.0	1.0
2	B	B	B	null	1.0	0.0	0.99
3	RO	RO	RO	null	1.0	0.0	0.98
4	K	K	K	null	0.73	0.0	1.0
5	EN▁	EN▁	EN▁	null	0.99	0.0	0.63
6	INTO▁	INTO▁	INTO▁	null	0.94	0.0	1.0
7	HER▁	HER▁	HER▁	null	1.0	0.0	1.0
8	C	C	C	null	1.0	0.0	0.99
9	OUR	OUR	OUR	OUR	1.0	0.0	0.95
10	T	T▁	T▁	null	0.72	0.0	1.0
11	Y	Y	Y	Y	1.0	0.0	0.89
12	AR	AR	AR	AR	0.61	0.0	0.59
13	D▁	NED▁	D▁	NED▁	0.51	0.28	0.84
==================================================

__________________________________________________
idx: 908-157963-0000
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	TO▁	TO▁	TO▁	null	0.98	0.0	0.72
1	FA	FA	FA	null	0.99	0.0	0.99
2	DE▁	DE▁	DE▁	DE▁	0.69	0.0	1.0
3	AWAY▁	AWAY▁	AWAY▁	null	0.9	0.0	0.95
4	LIKE▁	LIKE▁	LIKE▁	null	0.99	0.0	1.0
5	MORNING▁	MORNING▁	MORNING▁	null	1.0	0.0	0.99
6	BE	BE	BE	null	1.0	0.0	0.99
7	AU	AU	AU	null	1.0	0.0	1.0
8	TY▁	TY▁	TY▁	null	0.89	0.0	1.0
9	FROM▁	FROM▁	FROM▁	null	1.0	0.0	1.0
10	HER▁	HER▁	HER▁	null	1.0	0.0	1.0
11	MO	MO	MO	null	1.0	0.0	1.0
12	R	R	R	null	1.0	0.0	0.99
13	T	T	T	null	0.93	0.0	0.96
14	AL▁	AL▁	AL▁	ALL	1.0	0.01	0.19
15	DAY▁	DAY▁	DAY▁	null	1.0	0.0	1.0
16	DOWN▁	DOWN▁	DOWN▁	null	0.99	0.0	1.0
17	BY▁	BY▁	BY▁	null	1.0	0.0	0.98
18	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
19	RI	RI	RI	null	0.99	0.0	1.0
20	V	V	V	null	1.0	0.0	0.92
21	ER▁	ER▁	ER▁	null	0.68	0.0	0.99
22	OF▁	OF▁	OF▁	null	0.91	0.0	1.0
23	AD	AD	AD	null	0.96	0.0	0.87
24	ON	AN▁	AN	AN▁	0.99	0.99	0.96
25	HER▁	HER▁	HER▁	null	0.9	0.0	1.0
26	SO	SO	SO	null	1.0	0.0	1.0
27	F	F	F	null	0.97	0.0	1.0
28	T▁	T▁	T▁	null	1.0	0.0	0.92
29	VOICE▁	V	V	null	1.0	0.0	1.0
30	VOICE▁	O	O	null	0.99	0.0	0.91
31	VOICE▁	I	I	null	0.8	0.0	1.0
32	VOICE▁	C	C	null	0.92	0.0	0.98
33	IS▁	ES▁	ES▁	null	0.62	0.0	0.88
34	HEARD▁	HEARD▁	HEARD▁	null	0.99	0.0	1.0
35	AND▁	AND▁	AND▁	null	0.97	0.0	1.0
36	TH	TH	TH	null	1.0	0.0	1.0
37	US▁	US▁	US▁	null	1.0	0.0	1.0
38	HER▁	HER▁	HER▁	null	0.97	0.0	0.99
39	GEN	GEN	GEN	null	0.98	0.0	0.99
40	T	T	T	null	1.0	0.0	1.0
41	LE▁	LE▁	LE▁	null	1.0	0.0	0.79
42	LA	LA	LA	null	1.0	0.0	0.99
43	MEN	MEN	MEN	MEN	1.0	0.14	1.0
44	T	T	T	AC	0.57	0.18	0.76
45	ATION▁	US	ATION▁	US	0.9	0.9	0.18
46	ATION▁	IN▁	IN▁	null	0.27	0.0	1.0
47	F	F	F	null	0.66	0.0	0.96
48	ALL	ALL	ALL	null	1.0	0.0	1.0
49	S▁	S▁	S▁	null	0.84	0.0	0.97
50	LIKE▁	LIKE▁	LIKE▁	null	0.99	0.0	1.0
51	MORNING▁	MORNING▁	MORNING▁	null	1.0	0.0	0.99
52	DE	DE	DE	null	0.87	0.0	0.96
53	W▁	W▁	W▁	W▁	1.0	0.03	1.0
==================================================

__________________________________________________
idx: 908-157963-0001
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	O	O	O	null	0.99	0.0	1.0
1	▁	▁	▁	null	1.0	0.0	1.0
2	LIFE▁	LIFE▁	LIFE▁	null	1.0	0.0	1.0
3	OF▁	OF▁	OF▁	null	0.99	0.0	1.0
4	THIS▁	THIS▁	THIS▁	null	1.0	0.0	1.0
5	OUR▁	ARE▁	ARE▁	null	0.65	0.0	1.0
6	SP	SP	SP	null	1.0	0.0	1.0
7	R	R	R	null	0.96	0.0	0.9
8	ING▁	ING▁	ING▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 908-157963-0002
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	WHY▁	WHY▁	WHY▁	null	0.95	0.0	0.95
1	F	F	F	null	0.69	0.0	0.98
2	AD	AD	AD	AD	1.0	0.0	1.0
3	ES▁	S▁	S▁	W	0.69	0.17	0.39
4	THE▁	THE▁	THE▁	null	0.99	0.0	0.98
5	LO	LO	LO	null	1.0	0.0	0.98
6	T	T	T	T	1.0	0.02	0.9
7	US▁	AC	AC	AC	0.48	0.18	0.43
8	OF▁	C	C	C	0.97	0.97	0.94
9	THE▁	IR	E▁	IR	0.34	1.0	0.3
10	WATER▁	RI	RI	RI	0.57	1.0	0.58
11	WATER▁	BO	P	BO	0.33	1.0	0.31
12	WATER▁	T	▁	T	0.25	1.0	0.22
==================================================

__________________________________________________
idx: 908-157963-0003
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	WHY▁	WHY▁	WHY▁	null	1.0	0.0	0.97
1	FA	FA	FA	null	0.98	0.0	0.88
2	DE▁	DE▁	DE▁	DE▁	0.98	0.01	1.0
3	THESE▁	THESE▁	THESE▁	null	0.99	0.0	0.94
4	CHILDREN▁	CHILDREN▁	CHILDREN▁	null	1.0	0.0	1.0
5	OF▁	OF▁	OF▁	null	0.99	0.0	0.99
6	THE▁	THE▁	THE▁	null	0.99	0.0	1.0
7	SP	SP	SP	null	1.0	0.0	0.99
8	R	R	R	null	0.97	0.0	1.0
9	ING▁	ING▁	ING▁	R	0.97	0.0	0.55
==================================================

__________________________________________________
idx: 908-157963-0004
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	TH	FE	FE	null	0.71	0.0	0.98
1	EL▁	LL▁	LL▁	null	1.0	0.0	0.69
2	IS▁	IS▁	IS▁	null	1.0	0.0	0.99
3	LIKE▁	LIKE▁	LIKE▁	null	0.99	0.0	1.0
4	A▁	A▁	A▁	null	1.0	0.0	0.99
5	W	W	W	null	0.31	0.0	1.0
6	AT	AT	AT	AT	0.99	0.0	0.87
7	RY▁	RE	RE	RE	0.78	0.11	0.93
8	BO	C	C	null	0.86	0.0	0.99
9	LIKE▁	LO	LO	null	0.99	0.0	0.55
10	A▁	B	▁	B	0.32	0.9	0.49
11	LO	LU	▁	LU	0.71	0.99	0.16
12	D▁	E▁	E▁	null	0.23	0.0	1.0
13	LIKE▁	LIKE▁	LIKE▁	null	0.72	0.0	1.0
14	A▁	A▁	A▁	null	0.67	0.0	1.0
15	RE	RE	RE	null	0.97	0.0	1.0
16	F	F	F	null	1.0	0.0	1.0
17	LE	LE	LE	null	1.0	0.0	0.55
18	C	C	C	P	1.0	0.02	0.39
19	TION▁	TION▁	TION▁	null	1.0	0.01	0.51
20	IN▁	IN▁	IN▁	null	0.91	0.0	1.0
21	A▁	A▁	A▁	null	1.0	0.0	0.99
22	G	G	G	null	0.93	0.0	0.99
23	LA	LA	LA	LA	1.0	0.0	0.79
24	S	S	S	null	0.7	0.04	0.85
25	S▁	S▁	S▁	PA	0.56	0.12	0.13
26	LIKE▁	LIKE▁	LIKE▁	null	1.0	0.0	1.0
27	SHA	SHA	SHA	null	0.99	0.0	0.99
28	DO	DO	DO	null	0.63	0.0	0.94
29	W	W	W	O	0.92	0.01	0.49
30	S▁	S▁	S▁	AD	0.96	0.02	0.3
31	IN▁	IN▁	IN▁	null	0.97	0.0	1.0
32	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
33	WATER▁	WATER▁	WATER▁	null	1.0	0.0	1.0
34	LIKE▁	LIKE▁	LIKE▁	null	1.0	0.0	1.0
35	D	D	D	null	1.0	0.0	0.98
36	RE	RE	RE	null	1.0	0.0	0.99
37	AM	AM	AM	null	1.0	0.0	0.96
38	S▁	S▁	S▁	null	1.0	0.0	0.47
39	OF▁	OF▁	OF▁	null	1.0	0.0	0.99
40	IN	IN	IN	null	0.91	0.0	1.0
41	F	F	F	null	0.98	0.0	0.86
42	AN	AN	AN	AN	1.0	0.33	0.89
43	TS▁	C	C	IT	0.46	0.59	0.32
44	LIKE▁	AP	E▁	AP	0.53	1.0	0.23
45	A▁	PRO	E▁	PRO	0.54	0.99	1.0
46	S	S	S	null	0.95	0.01	1.0
47	E▁	▁	▁	W	0.69	0.19	0.19
48	UPON▁	UPON▁	UPON▁	null	0.99	0.0	1.0
49	AN▁	AN▁	AN▁	null	0.98	0.0	1.0
50	IN	IN	IN	null	0.97	0.0	0.99
51	F	F	F	F	0.97	0.0	0.89
52	AN	AN	AN	AN	0.81	0.72	0.77
53	TS▁	C	C	C	1.0	0.98	0.48
54	FACE▁	AP	I	AP	0.37	1.0	0.24
55	FACE▁	E▁	E▁	null	0.52	0.0	0.97
==================================================

__________________________________________________
idx: 908-157963-0005
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	LIKE▁	LIKE▁	LIKE▁	null	1.0	0.0	0.97
1	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
2	DO	DO	DO	null	0.93	0.0	0.99
3	V	V	V	V	0.85	0.01	0.96
4	ES▁	ALL	ES▁	ALL	0.98	0.99	0.34
5	ES▁	S▁	S▁	null	0.9	0.0	1.0
6	VOICE▁	VOICE▁	VOICE▁	null	0.95	0.0	1.0
7	LIKE▁	LIKE▁	LIKE▁	null	1.0	0.0	1.0
8	TRA	TRA	TRA	null	0.99	0.0	0.99
9	N	N	N	N	1.0	0.08	0.99
10	SI	I	SI	I	0.88	0.63	0.94
11	EN	DENT	TE▁	DENT	0.39	0.99	0.81
12	T▁	DENT	TE▁	DENT	0.39	0.99	0.81
13	T▁	▁	▁	null	1.0	0.0	1.0
14	DAY▁	DAY▁	DAY▁	null	0.75	0.0	1.0
15	LIKE▁	LIKE▁	LIKE▁	null	1.0	0.0	1.0
16	MU	MU	MU	null	1.0	0.0	1.0
17	S	S	S	null	0.97	0.0	0.97
18	IC▁	IC▁	IC▁	null	1.0	0.0	0.98
19	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
20	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
21	AIR▁	AIR▁	AIR▁	null	0.94	0.0	1.0
22	A	A	A	null	1.0	0.0	1.0
23	H▁	H▁	H▁	null	0.82	0.0	0.71
==================================================

__________________________________________________
idx: 908-157963-0006
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	AND▁	AND▁	AND▁	null	0.88	0.0	0.99
1	GEN	GEN	GEN	null	1.0	0.0	1.0
2	T	T	T	null	0.86	0.0	1.0
3	LE▁	LE▁	LE▁	null	1.0	0.0	0.86
4	S	S	S	null	1.0	0.0	1.0
5	LE	LE	LE	null	1.0	0.0	0.88
6	E	E	E	null	1.0	0.0	1.0
7	P▁	P▁	P▁	null	1.0	0.0	0.98
8	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
9	S	S	S	null	0.99	0.0	1.0
10	LE	LE	LE	null	1.0	0.0	0.86
11	E	E	E	null	1.0	0.0	1.0
12	P▁	P▁	P▁	null	1.0	0.0	0.99
13	OF▁	OF▁	OF▁	null	1.0	0.0	1.0
14	DEATH▁	DEATH▁	DEATH▁	null	1.0	0.0	1.0
15	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
16	GE	GE	GE	null	0.72	0.0	1.0
17	NTLY▁	NTLY▁	NTLY▁	null	1.0	0.0	0.87
18	H	H	H	null	1.0	0.0	0.99
19	EAR▁	EAR▁	EAR▁	null	1.0	0.0	1.0
20	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
21	VOICE▁	VOICE▁	VOICE▁	null	1.0	0.0	1.0
22	OF▁	OF▁	OF▁	null	1.0	0.0	1.0
23	HIM▁	HIM▁	HIM▁	null	0.68	0.0	1.0
24	THAT▁	THAT▁	THAT▁	null	1.0	0.0	1.0
25	W	W	W	null	1.0	0.0	0.98
26	AL	AL	AL	AL	1.0	0.0	0.96
27	KE	E	E	E	0.88	0.85	0.82
28	KE	HE	TH▁	HE	0.83	1.0	0.3
29	TH▁	PA	T	PA	0.24	1.0	0.28
30	TH▁	IN▁	IN▁	LING▁	0.98	0.04	0.35
31	IN▁	IN▁	IN▁	null	0.83	0.0	0.99
32	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
33	G	G	G	null	0.99	0.0	1.0
34	AR	AR	AR	null	0.99	0.0	0.99
35	D	D	D	null	1.0	0.0	0.94
36	EN▁	EN▁	EN▁	null	0.52	0.0	0.99
37	IN▁	IN▁	IN▁	null	1.0	0.0	1.0
38	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
39	E	E	E	null	0.75	0.0	1.0
40	VEN	VEN	VEN	null	1.0	0.0	0.77
41	ING▁	ING▁	ING▁	null	0.95	0.0	1.0
42	TIME▁	TIME▁	TIME▁	null	1.0	0.0	1.0
==================================================

__________________________________________________
idx: 908-157963-0007
index	ref	hyp	asr	tcpgen	conf	pgen	pconf
__________________________________________________
0	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
1	LI	LI	LI	null	1.0	0.0	1.0
2	L	LY▁	LY▁	null	0.78	0.0	0.95
3	OF▁	OF▁	OF▁	null	1.0	0.0	1.0
4	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
5	V	V	V	null	0.58	0.0	1.0
6	AL	AL	AL	null	1.0	0.0	0.54
7	LE	LE	LE	null	0.72	0.0	0.99
8	Y▁	Y▁	Y▁	null	1.0	0.0	0.9
9	B	B	B	null	1.0	0.0	0.99
10	RE	RE	RE	null	1.0	0.0	0.86
11	A	A	A	null	1.0	0.0	0.97
12	TH	TH	TH	TH	1.0	0.0	0.59
13	ING▁	ING▁	ING▁	null	1.0	0.0	0.39
14	IN▁	IN▁	IN▁	null	0.9	0.0	1.0
15	THE▁	THE▁	THE▁	null	1.0	0.0	1.0
16	HU	HU	HU	null	1.0	0.0	1.0
17	M	M	M	null	0.99	0.0	0.94
18	BLE▁	BLE▁	BLE▁	null	1.0	0.0	0.91
19	GRA	GRA	GRA	null	0.98	0.0	1.0
20	S	S	S	null	0.99	0.0	1.0
21	S▁	S▁	S▁	'	0.99	0.01	0.38
22	AN	ANSWERED▁	ANSWERED▁	null	0.9	0.0	1.0
23	THE▁	THE▁	THE▁	null	0.97	0.0	1.0
24	LO	LO	LO	null	1.0	0.0	1.0
25	VE	VE	VE	null	1.0	0.0	0.89
26	LY▁	LY▁	LY▁	VE	0.99	0.01	0.74
27	MA	MA	MA	null	0.97	0.0	1.0
28	I	I	I	null	0.97	0.0	1.0
29	D▁	D▁	D▁	null	0.79	0.0	1.0
30	AND▁	AND▁	AND▁	null	1.0	0.0	1.0
31	SAID▁	SAID▁	SAID▁	null	0.99	0.0	1.0
32	I▁	I▁	I▁	null	0.95	0.0	1.0
33	AM▁	AM▁	AM▁	null	1.0	0.0	1.0
34	A▁	A▁	A▁	null	0.86	0.0	1.0
35	W	W	W	null	0.52	0.0	1.0
36	AT	AT	AT	AT	1.0	0.01	0.91
37	RY▁	A	CH▁	A	0.74	0.91	0.57
38	RY▁	TUR	INE▁	TUR	0.19	1.0	0.31
39	RY▁	K	E▁	K	0.97	1.0	1.0
40	WE	O	S▁	O	0.29	1.0	0.18
41	WE	RI	▁	RI	0.98	1.0	0.25
42	ED▁	AND▁	AND▁	null	0.69	0.51	0.97
43	AND▁	AND▁	AND▁	null	0.5	0.0	1.0
44	I▁	I▁	I▁	null	1.0	0.0	1.0
45	AM▁	AM▁	AM▁	null	0.96	0.0	1.0
46	VERY▁	VERY▁	VERY▁	null	1.0	0.0	1.0
47	SMALL▁	SMALL▁	SMALL▁	null	1.0	0.0	1.0
48	AND▁	AND▁	AND▁	null	0.84	0.0	1.0
49	LO	LO	LO	null	0.91	0.0	1.0
50	VE▁	VE▁	VE▁	null	0.99	0.0	1.0
51	TO▁	TO▁	TO▁	null	1.0	0.0	1.0
52	D	D	D	null	0.51	0.0	1.0
53	WELL▁	WELL▁	WELL▁	null	1.0	0.0	1.0
54	IN▁	IN▁	IN▁	null	1.0	0.0	0.99
55	LO	LO	LO	null	1.0	0.0	0.98
56	W	W	W	W	1.0	0.0	0.74
57	LY▁	LY▁	LY▁	ILL	1.0	0.0	0.37
58	VA	VE	VE	null	0.9	0.0	1.0
59	LES▁	I	I	null	0.75	0.0	0.94
60	LES▁	L▁	L▁	null	0.67	0.24	0.37
61	SO▁	SO▁	SO▁	null	1.0	0.0	1.0
62	WE	WE	WE	null	1.0	0.0	1.0
63	A	A	A	null	0.93	0.0	1.0
64	K▁	K▁	K▁	null	0.94	0.0	0.78
65	THE▁	THE▁	THE▁	null	0.99	0.0	1.0
66	G	G	G	null	0.98	0.0	0.99
67	I	I	I	I	0.61	0.0	0.77
68	L	L	L	null	0.79	0.0	0.98
69	D	D	D	null	1.0	0.03	0.39
70	ED▁	ED▁	ED▁	EN	0.54	0.0	0.17
71	BU	BU	BU	null	1.0	0.0	1.0
72	T	T	T	T	0.99	0.0	0.85
73	TER	TER	TER	OUR	1.0	0.01	0.94
74	F	F	F	null	0.79	0.0	1.0
75	LY▁	LY▁	LY▁	null	0.75	0.0	0.73
76	S	S	S	null	1.0	0.0	1.0
77	CAR	CAR	CAR	null	1.0	0.0	0.99
78	C	C	C	null	0.87	0.0	0.99
79	E▁	E▁	E▁	null	1.0	0.0	0.47
80	PER	PER	PER	null	0.76	0.0	1.0
81	CH	C	C	CH	0.85	0.0	0.55
82	CH	HA	HA	HE	0.69	0.14	0.51
83	ES▁	C	SE▁	C	0.45	0.97	0.26
84	ES▁	AP	E▁	AP	0.92	1.0	0.18
85	ES▁	ON▁	ON▁	null	0.85	0.29	1.0
86	ON▁	ON▁	ON▁	null	0.99	0.0	1.0
87	MY▁	MY▁	MY▁	null	0.99	0.0	1.0
88	HEAD▁	HEAD▁	HEAD▁	null	0.89	0.0	1.0
89	YET▁	YET▁	YET▁	null	0.9	0.0	1.0
90	I▁	I▁	I▁	null	0.88	0.0	1.0
91	AM▁	AM▁	AM▁	null	0.93	0.0	1.0
92	VI	VI	VI	null	1.0	0.0	1.0
